DENOM_CIA,TIPO,DT_FIM_EXERC,RECEITA LIQUIDA,ATIVO CIRCULANTE,PASSIVO CIRCULANTE,CAPITAL CIRCULANTE LIQUIDO,LIQUIDEZ CORRENTE,LIQUIDEZ A SECO,EXIGIVEL A LONGO PRAZO,EXIGIVEL / ATIVO (TOTAL),ENDIVIDAMENTO GERAL,CAPITAIS DE LONGO PRAZO,COBERTURA DE JUROS,COBERTURA DE JUROS (CAIXA OPERAÇÕES),CUSTO DA MERCADORIA VENDIDA,CUSTO DA MERCADORIA VENDIDA %,DESPESAS OPERACIONAIS %,GIRO,ROA,ROE,ROI,MG_OP,MG_LIQ,JUROS,PAYOUT,GIRO DE VALORES A RECEBER,GIRO DE DUPLICATAS A PAGAR,PATRIMONIO LIQUIDO
ARTERIS S.A.,RODOVIAS,2010,2184529,1387678,1637298,-249620,"0,8475414982","0,8466806287",2097398,"0,7745958344","3,436475242","1,929917803","-2,100965593","-7,518011523",-1385738,"-0,6343417734","-0,0692332306","0,4530829453","0,1353836179","0,279954287","288,9354226","0,2988053718","0,1392744157","-0,1663803426","0,2256375535","102,9200254","-38,96681851",1086781
ARTERIS S.A.,RODOVIAS,2011,2712120,1390333,945480,444853,"1,470504929","1,465459872",3206348,"0,748039513","2,968876278","2,292785375","-2,222107655","-7,913115207",-1751798,"-0,645914635","-0,06112893235","0,4886457059","0,1456061939","0,2891742364","384,0417854","0,2979790717","0,1491069717","-0,1751943963","0,0440385167","108,6989369","-30,85754045",1398451
ARTERIS S.A.,RODOVIAS,2012,3118797,899905,1045667,-145762,"0,860603806","0,8563586687",3395669,"0,7342968908","2,763599165","2,112938092","-2,461839864","-9,72378798",-2105570,"-0,6751224911","-0,05989328578","0,5156382989","0,138366714","0,2511169298","383,2535613","0,2683406454","0,1293979698","-0,153084117","0,04984067042","111,1811133","-38,51276705",1607084
ARTERIS S.A.,RODOVIAS,2013,3377473,1161458,900491,260967,"1,289805228","1,285550883",4588947,"0,7449355144","2,920577174","2,441483784","-2,795012779","-10,57701593",-2237115,"-0,6623635481","-0,06107968887","0,4583346395","0,1285142606","0,248109544","442,8679962","0,2803939513","0,1380736426","-0,1234465167","0,04756829781","105,7070694","-36,63947918",1879573
ARTERIS S.A.,RODOVIAS,2014,4018133,1818486,1757816,60670,"1,03451442","1,031684204",5713235,"0,7782484228","3,509550789","2,683810939","-2,250513991","-9,386818726",-2812470,"-0,6999444767","-0,05104360657","0,4185630201","0,1054738689","0,2146114882","434,2775665","0,2519904145","0,1136995714","-0,1204411535","0,05916035547","103,9163369","-39,37158776",2128777
ARTERIS S.A.,RODOVIAS,2015,3827963,918364,2687121,-1768757,"0,341765034","0,340115313",5149600,"0,7773314077","3,490979126","2,293962757","-1,111875585","-6,128371559",-2888230,"-0,7545083377","-0,05639866425","0,3796990945","0,07277437939","0,06652652361","141,8252612","0,1916632946","0,03901343874","-0,1684015547","0,2227772495","90,35779957","-41,4406956",2244849
ARTERIS S.A.,RODOVIAS,2016,4052399,844415,2678455,-1834040,"0,3152619701","0,3122973879",4179975,"0,6023007006","1,514462564","0,9230123594","-1,355327403","-6,258806616",-3040377,"-0,7502659536","-0,06679056036","0,3558777675","0,08221152567","0,0573176438","13661,57895","0,2310105693","0,06405341626","-0,2014211707","0,229810841","103,4619843","-27,09131492",4528623
ARTERIS S.A.,RODOVIAS,2017,4406011,974834,2050785,-1075951,"0,4753467575","0,471552113",5670665,"0,539497759","1,171542093","0,8603853862","-1,715414054","-10,40887151",-3358667,"-0,7622920143","-0,06330987372","0,3078480157","0,0539462824","0,03746804468","12997,15789","0,1752367391","0,05604752235","-0,1165823777","0,2283049736","109,6711492","-39,72520772",6590843
ARTERIS S.A.,RODOVIAS,2018,3855913,1331976,2165113,-833137,"0,6151992991","0,6108681164",6546262,"0,5742707583","1,348910768","1,013654366","-0,458926438","-7,071682009",-3330660,"-0,8637798623","-0,06918413356","0,2541892735","0,01763721784","-0,02928749268","-9954,789474","0,06938616094","-0,04905219594","-0,1338444275",0,"107,9029803","-37,16155378",6458081
ARTERIS S.A.,RODOVIAS,2019,3863499,854143,1560720,-706577,"0,5472749757","0,5440341637",7306779,"0,5800057049","1,380984722","1,137925154","-0,8776118368","-6,485679675",-3065702,"-0,7935040232","-0,06496365083","0,2527038865","0,03641612096","-0,005752715015","-1944,157895","0,1441058999","-0,009561022275","-0,1430832978",0,"81,51830655","-45,74889385",6421142
ARTERIS S.A.,RODOVIAS,2020,3625619,1137716,2140839,-1003123,"0,5314346385","0,530992055",7656687,"0,6058896586","1,537360467","1,20143472","-0,743582398","-6,723242563",-3066562,"-0,8458037097","-0,05510369402","0,2242122203","0,02616403633","-0,007561486802","-2536,263158","0,1166931771","-0,01329124765","-0,116148097",0,"86,26315883","-46,54416028",6372953
ARTERIS S.A.,RODOVIAS,2021,4288589,2014021,1928021,86000,"1,044605323","1,044605323",9733298,"0,6433580928","1,803932964","1,505680199","-0,7359734692","-5,291154003",-3439950,"-0,8021169667","-0,04837441872","0,2366026039","0,03450227177","-0,02452932111","-8345,631579","0,1458237196","-0,03697416563","-0,1457346292",0,"84,79661888","-42,23103412",6464386
ARTERIS S.A.,RODOVIAS,2022,4838895,1957523,2183350,-225827,"0,8965685758","0,8965685758",11000267,"0,7313048796","2,721690214","2,270948788","0,3872944195","-4,624030939",-3794974,"-0,7842645893","-0,04496336457","0,2684170456","-0,02349263141","-0,3345393843","-85288,31579","-0,08752287454","-0,3348859605","-0,1658906657",0,"80,59452032","-30,96749818",4843908
BBM LOGÍSTICA S.A.,LOGÍSTICA,2017,289750,101537,80989,20548,"1,253713467","1,251385991",65169,"0,6817229879","2,141917142","0,9550390551","-0,889474641","-19,29600679",-246490,"-0,8506988783","-0,09902329594","1,351477413","0,06846708179","0,04550317277",,"0,05066091458","0,0107161346","-0,2258241082","0,2376811594","22,43081092","-32,40517978",68237
BBM LOGÍSTICA S.A.,LOGÍSTICA,2018,507618,152919,116278,36641,"1,315115499","1,306068216",97439,"0,6823550071","2,148168623","0,9794045513","-1,490646396","-29,40417273",-439837,"-0,8664724261","-0,07446544449","1,620721253","0,08828083843","0,05846936314",,"0,05447009365","0,01145940451","-0,1735846938","0,2375795083","16,515959","-33,68720561",99488
BBM LOGÍSTICA S.A.,LOGÍSTICA,2019,608880,264729,243314,21415,"1,088013842","1,082029805",300051,"0,8181778484","4,499879918","2,484873831","-0,9127471029","-23,02217199",-553832,"-0,9095913809","-0,05389731967","0,9168277831","0,03830806666","0,1138375666",,"0,04178327421","0,02257587702","-0,1025940206","0,2375236432","15,6631124","-19,72336182",120751
BBM LOGÍSTICA S.A.,LOGÍSTICA,2020,1002017,312333,355327,-42994,"0,8790015957","0,8672560768",331593,"0,8434085532","5,386044834","2,599974909","-1,074179788","-34,38520168",-879825,"-0,8780539652","-0,09406227639","1,230288401","0,04204887428","0,06977582976",,"0,03417806285","0,008881086848","-0,09282594771","0,2375547814","18,64512528","-25,09949078",127537
BBM LOGÍSTICA S.A.,LOGÍSTICA,2021,1356199,388307,429248,-40941,"0,9046215707","0,8894205681",396241,"0,8579245536","6,038513869","2,898532596","-0,3639315642","-26,07143855",-1241362,"-0,9153243735","-0,1011451859","1,409487494","0,02166509214","0,0879491456",,"0,01537090058","0,008865218158","-0,1387783483","0,237544706","18,72905547","-26,6306689",136704
BBM LOGÍSTICA S.A.,LOGÍSTICA,2022,1631761,399579,488465,-88886,"0,818029951","0,8043882366",504372,"0,9354931414","14,50222755","7,367289406","-0,2947342677","-14,86074145",-1517548,"-0,9300062938","-0,07991121249","1,53751444","0,03293043047","-1,038532887",,"0,02141796501","-0,04357194467","-0,2388670044",0,"24,83900234","-26,17658068",68461
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2010,309185,164736,234636,-69900,"0,7020917506","0,7020917506",352839,"0,8105686088","4,278956109","2,569952074","-0,8277076298","-4,438029668",-217680,"-0,7040445041","-0,09246567589","0,4265979919","0,08691872859","0,08414788702","12,83666667","0,2037485648","0,0373659783","-0,2591054939",0,"28,2405864","-8,732699482",137294
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2011,390682,240286,279943,-39657,"0,858339019","0,858339019",490855,"0,8290700151","4,850348612","3,088770168","-1,203669783","-4,632164071",-231699,"-0,5930629003","-0,1198212357","0,4202174002","0,1222773885","0,1420624733","12,64761905","0,2909860193","0,05778612785","-0,2450629088",0,"20,86363515","-6,339667556",158916
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2012,444063,422351,201330,221021,"2,097804599","2,097804599",682298,"0,7454115535","2,927908017","2,260799549","-0,7356703969","-4,888776752",-315395,"-0,7102483206","-0,112666446","0,3746029898","0,06272191446","0,01233287496","2,085154062","0,1674357017","0,008381693589","-0,2287546343",0,"16,59924492","-5,997584954",301795
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2013,540939,425559,183841,241718,"2,314820959","2,314820959",739141,"0,7521174597","3,03416876","2,429818275","-0,9938325087","-6,865580611",-402390,"-0,7438731539","-0,1133140705","0,4407991343","0,07103859424","0,05334060934","12,82687747","0,1611586519","0,02999598846","-0,1900752127",0,"16,63557524","-7,224626102",304196
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2014,629222,451561,195258,256303,"2,312637638","2,312637638",861767,"0,7743937417","3,432501153","2,79843544","-0,7707956421","-4,559253879",-456405,"-0,7253481283","-0,09738534253","0,4609782918","0,0855234287","0,08049463218",,"0,1855259352","0,03939468105","-0,2865589745",0,"17,88769411","-6,419333741",307946
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2017,1094614,691657,632113,59544,"1,094198347","1,094198347",1279208,"0,7981789876","3,95488546","2,646923839","-1,332017928","-7,098030463",-772778,"-0,7059822001","-0,0894552783","0,4571172997","0,09345644913","0,125388749","137,0995475","0,2044474125","0,05536015436","-0,1758040643","0,08153734447","26,84160322","-4,357901741",483281
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2018,2917195,2784599,2416077,368522,"1,152529079","1,152529079",3762895,"0,7066109304","2,408443271","1,466703384","-1,51064759","-8,975462446",-2032922,"-0,6968755945","-0,1130798592","0,3336027212","0,06249744125","0,07374726471",94601,"0,1873409217","0,06485750867","-0,1170977956","0,1351307069","26,52437527","-2,05956557",2565546
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2019,4798607,3122100,2278402,843698,"1,370302519","1,370302519",4865181,"0,6465954815","1,829618603","1,246072967","-1,81388711","-12,08392031",-3477065,"-0,7245988263","-0,1090064262","0,4343419267","0,07230498134","0,08660614879","396,8849765","0,166470186","0,0704675336","-0,1232977905","0,1060843541","33,164115","-3,60903477",3904411
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2020,5591827,4756657,3544510,1212147,"1,341978722","1,341978722",6735428,"0,7106164386","2,455621305","1,608926094","-2,344529774","-18,73386644",-4201182,"-0,751307578","-0,1098149138","0,3865435947","0,05368801787","0,09212170782","368,6883365","0,1388925301","0,06896636824","-0,06444902683","0,3267565241","35,73288332","-3,550109642",4186288
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2021,6513489,4162116,3760146,401970,"1,106902764","1,106902764",9816805,"0,7337957934","2,756514642","1,993095999","-3,49834975","-13,48393109",-3846139,"-0,5904882928","-0,1195956576","0,3520356543","0,1022573558","0,2036732005","975,8492218","0,2904744293","0,1540146917","-0,07966840272","0,1056926373","28,1947556","-3,311603194",4925405
CIA LOCAÇÃO DAS AMÉRICAS,LOCAÇÃO,2022,8111381,3529199,2654317,874882,"1,329607202","1,3065184",11493474,"0,7033525176","2,371004506","1,926171983","-1,425095287","-5,831835542",-5068417,"-0,6248525374","-0,1250060871","0,4032544902","0,11085945","0,05086288711","259,1793339","0,27491188","0,03741643994","-0,2212003273",0,"35,71938415","-10,11818618",5967003
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL,RODOVIAS,2016,520399,19910,942373,-922463,"0,02112751533","0,02112751533",176281,"0,7498364462","2,99738485","0,47233729","-0,684797759","-3,736870238",-387302,"-0,744240477","-0,06127605933","0,3488246918","0,06784063427","-0,07935210739",,"0,1944834637","-0,05690825693","-0,2642354115",0,"258,5512359","-24,13096573",373210
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL,RODOVIAS,2017,445188,35885,961048,-925163,"0,0373394461","0,0373394461",306088,"0,7938737319","3,851395259","0,9303388682","-0,4734348578","-2,344407689",-318802,"-0,7161064539","-0,06818243079","0,2789148591","0,06016503534","-0,2148981633",,"0,2157111153","-0,1588160507","-0,3201566367",0,"118,5192679","-35,39295032",329007
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL,RODOVIAS,2018,450798,34771,1103717,-1068946,"0,03150354665","0,03150354665",267838,"0,8268735486","4,77612486","0,9326842382","-0,5212290775","-2,322810432",-317089,"-0,7033948687","-0,05897541693","0,271773966","0,06458156993","-0,2249128562",,"0,2376297144","-0,1432748149","-0,2996890391",0,"116,252466","-45,90835384",287169
